id	Biosample.Summary	Biosample	GROUP	SECONDARY	COLOR	category	infoline	age	sex	type	origin	perturb	lifestage	Project2
BSS00188	CD4-positive, alpha-beta T cell female adult (33 years)	CD4-positive, alpha-beta T cell	Blood & T-cell		#678C69	Immune	CD4 T CELL	33	female	primary cell			adult	Roadmap (Novel)
BSS00195	CD8-positive, alpha-beta T cell female adult (33 years)	CD8-positive, alpha-beta T cell	Blood & T-cell		#678C69	Immune	CD8 T CELL	33	female	primary cell			adult	Roadmap (Novel)
BSS00196	CD8-positive, alpha-beta T cell female adult (34 years)	CD8-positive, alpha-beta T cell	Blood & T-cell		#678C69	Immune	CD8 T CELL	34	female	primary cell			adult	Roadmap (Novel)
BSS00198	CD8-positive, alpha-beta T cell male adult (28 years)	CD8-positive, alpha-beta T cell	Blood & T-cell		#678C69	Immune	CD8 T CELL	28	male	primary cell			adult	Roadmap 2015
BSS01347	naive thymus-derived CD4-positive, alpha-beta T cell female adult (35 years)	naive thymus-derived CD4-positive, alpha-beta T cell	Blood & T-cell		#678C69	Immune	NAIVE T CELL	35	female	primary cell			adult	ENCODE
BSS01348	naive thymus-derived CD4-positive, alpha-beta T cell male adult (26 years)	naive thymus-derived CD4-positive, alpha-beta T cell	Blood & T-cell		#678C69	Immune	NAIVE T CELL	26	male	primary cell			adult	ENCODE
BSS01478	regulatory T cell female adult (35 years)	regulatory T cell	Blood & T-cell		#678C69	Immune	TREG CELL	35	female	primary cell			adult	ENCODE
BSS01479	regulatory T cell male adult (28 years)	regulatory T cell	Blood & T-cell		#678C69	Immune	TREG CELL	28	male	primary cell			adult	ENCODE
BSS01688	T-cell male adult (36 years)	T-cell	Blood & T-cell		#678C69	Immune	T CELL	36	male	primary cell			adult	Roadmap (Novel)
BSS01690	T-helper 1 cell	T-helper 1 cell	Blood & T-cell		#678C69	Immune	T1 CELL	unknown	unknown/mixed	primary cell			unknown/mixed	ENCODE
BSS01691	T-helper 1 cell female adult (26 years)	T-helper 1 cell	Blood & T-cell		#678C69	Immune	T1 CELL	26	female	primary cell			adult	ENCODE
BSS01692	T-helper 1 cell male adult (33 years)	T-helper 1 cell	Blood & T-cell		#678C69	Immune	T1 CELL	33	male	primary cell			adult	ENCODE
BSS01693	T-helper 17 cell	T-helper 17 cell	Blood & T-cell		#678C69	Immune	T17 CELL	unknown	unknown/mixed	primary cell			unknown/mixed	ENCODE
BSS01694	T-helper 17 cell originated from blood cell	T-helper 17 cell	Blood & T-cell		#678C69	Immune	T17 CELL	unknown	unknown/mixed	primary cell			unknown/mixed	Roadmap (Novel)
BSS01696	T-helper 2 cell	T-helper 2 cell	Blood & T-cell		#678C69	Immune	T2 CELL	unknown	unknown/mixed	primary cell			unknown/mixed	ENCODE
BSS01697	T-helper 2 cell female adult (26 years)	T-helper 2 cell	Blood & T-cell		#678C69	Immune	T2 CELL	26	female	primary cell			adult	ENCODE
BSS01698	T-helper 2 cell male adult (33 years)	T-helper 2 cell	Blood & T-cell		#678C69	Immune	T2 CELL	33	male	primary cell			adult	ENCODE
BSS00178	CD14-positive monocyte female	CD14-positive monocyte	HSC & B-cell		#55A354	Immune	CD14 MONOCYTE	unknown	female	primary cell			unknown/mixed	ENCODE 2012
BSS00095	B cell female adult (27 years)	B cell	HSC & B-cell		#55A354	Immune	B CELL	27	female	primary cell			adult	ENCODE
BSS00231	common myeloid progenitor, CD34-positive female adult (27 years)	common myeloid progenitor, CD34-positive	HSC & B-cell		#55A354	Immune	CD34 CMP	27	female	primary cell			adult	Roadmap 2015
BSS00232	common myeloid progenitor, CD34-positive female adult (33 years)	common myeloid progenitor, CD34-positive	HSC & B-cell		#55A354	Immune	CD34 CMP	33	female	primary cell			adult	Roadmap 2015
BSS00180	CD14-positive monocyte male adult (21 year)	CD14-positive monocyte	HSC & B-cell		#55A354	Immune	CD14 MONOCYTE	21	male	primary cell			adult	Roadmap 2015
BSS00237	common myeloid progenitor, CD34-positive male adult (36 years)	common myeloid progenitor, CD34-positive	HSC & B-cell		#55A354	Immune	CD34 CMP	36	male	primary cell			adult	Roadmap 2015
BSS00239	common myeloid progenitor, CD34-positive male adult (42 years)	common myeloid progenitor, CD34-positive	HSC & B-cell		#55A354	Immune	CD34 CMP	42	male	primary cell			adult	Roadmap 2015
BSS01380	neutrophil	neutrophil	HSC & B-cell		#55A354	Immune	NEUTROPHIL	unknown	unknown/mixed	primary cell			unknown/mixed	ENCODE
BSS00100	B cell male adult (21 year)	B cell	HSC & B-cell		#55A354	Immune	B CELL	21	male	primary cell			adult	Roadmap 2015
BSS00101	B cell male adult (37 years)	B cell	HSC & B-cell		#55A354	Immune	B CELL	37	male	primary cell			adult	Roadmap 2015
BSS00229	common myeloid progenitor, CD34-positive	common myeloid progenitor, CD34-positive	HSC & B-cell		#55A354	Immune	CD34 CMP	unknown	unknown/mixed	primary cell			unknown/mixed	Roadmap 2015
BSS01354	natural killer cell male adult (21 year)	natural killer cell	HSC & B-cell		#55A354	Immune	NK CELL	21	male	primary cell			adult	Roadmap 2015
BSS01381	neutrophil male	neutrophil	HSC & B-cell		#55A354	Immune	NEUTROPHIL	unknown	male	primary cell			unknown/mixed	Roadmap 2015
BSS00093	B cell	B cell	HSC & B-cell		#55A354	Immune	B CELL	unknown	unknown/mixed	primary cell			unknown/mixed	Roadmap 2015
BSS00096	B cell female adult (27 years) and female adult (43 years)	B cell	HSC & B-cell		#55A354	Immune	B CELL	27,43	female	primary cell			adult	ENCODE
BSS00098	B cell female adult (43 years)	B cell	HSC & B-cell		#55A354	Immune	B CELL	43	female	primary cell			adult	ENCODE
BSS01355	natural killer cell male adult (37 years)	natural killer cell	HSC & B-cell		#55A354	Immune	NK CELL	37	male	primary cell			adult	Roadmap 2015
BSS00181	CD14-positive monocyte male adult (37 years)	CD14-positive monocyte	HSC & B-cell		#55A354	Immune	CD14 MONOCYTE	37	male	primary cell			adult	Roadmap 2015
BSS00235	common myeloid progenitor, CD34-positive male adult	common myeloid progenitor, CD34-positive	HSC & B-cell		#55A354	Immune	CD34 CMP	unknown	male	primary cell			adult	Roadmap (Novel)
BSS00760	Jurkat clone E61	Jurkat clone E61	HSC & B-cell		#55A354	Immune	LYMPHOCYTE	14	male	cell line			child	ENCODE
BSS00097	B cell female adult (34 years)	B cell	HSC & B-cell		#55A354	Immune	B CELL	34	female	primary cell			adult	Roadmap (Novel)
BSS00179	CD14-positive monocyte female adult (34 years)	CD14-positive monocyte	HSC & B-cell		#55A354	Immune	CD14 MONOCYTE	34	female	primary cell			adult	Roadmap 2015
BSS00182	CD1c-positive myeloid dendritic cell	CD1c-positive myeloid dendritic cell	HSC & B-cell		#55A354	Immune	CD1C MYELOID DENDRITIC CELL	unknown	unknown/mixed	primary cell			unknown/mixed	ENCODE
BSS00230	common myeloid progenitor, CD34-positive female	common myeloid progenitor, CD34-positive	HSC & B-cell		#55A354	Immune	CD34 CMP	unknown	female	primary cell			unknown/mixed	Roadmap (Novel)
BSS00233	common myeloid progenitor, CD34-positive female adult (50 years)	common myeloid progenitor, CD34-positive	HSC & B-cell		#55A354	Immune	CD34 CMP	50	female	primary cell			adult	Roadmap (Novel)
BSS00234	common myeloid progenitor, CD34-positive male	common myeloid progenitor, CD34-positive	HSC & B-cell		#55A354	Immune	CD34 CMP	unknown	male	primary cell			unknown/mixed	Roadmap (Novel)
BSS00236	common myeloid progenitor, CD34-positive male adult (23 years)	common myeloid progenitor, CD34-positive	HSC & B-cell		#55A354	Immune	CD34 CMP	23	male	primary cell			adult	Roadmap (Novel)
BSS00238	common myeloid progenitor, CD34-positive male adult (37 years)	common myeloid progenitor, CD34-positive	HSC & B-cell		#55A354	Immune	CD34 CMP	37	male	primary cell			adult	Roadmap (Novel)
BSS00240	common myeloid progenitor, CD34-positive male adult (43 years)	common myeloid progenitor, CD34-positive	HSC & B-cell		#55A354	Immune	CD34 CMP	43	male	primary cell			adult	Roadmap (Novel)
BSS00241	common myeloid progenitor, CD34-positive male adult (49 years)	common myeloid progenitor, CD34-positive	HSC & B-cell		#55A354	Immune	CD34 CMP	49	male	primary cell			adult	Roadmap (Novel)
BSS00384	germinal center	germinal center	HSC & B-cell		#55A354	Immune	GERMINAL CENTER	unknown	unknown/mixed	tissue			unknown/mixed	ENCODE
BSS00543	hematopoietic multipotent progenitor cell	hematopoietic multipotent progenitor cell	HSC & B-cell		#55A354	Immune	MPP	unknown	unknown/mixed	in vitro differentiated cells			unknown/mixed	Roadmap (Novel)
BSS00544	hematopoietic multipotent progenitor cell treated with erythropoietin for 20 days, hydrocortisone succinate for 20 days, kit ligand for 20 days, interleukin-3 for 20 days	hematopoietic multipotent progenitor cell	HSC & B-cell		#55A354	Immune	MPP	25	male	in vitro differentiated cells	hematopoietic_multipotent_progenitor_cell_male_adult_(25_years)	erythropoietin_for_20_days,_hydrocortisone_succinate_for_20_days,_kit_ligand_for_20_days,_interleukin-3_for_20_days	adult	ENCODE
BSS00545	hematopoietic multipotent progenitor cell treated with interleukin-3 for 11 day, kit ligand for 11 day, hydrocortisone succinate for 11 day, erythropoietin for 11 day	hematopoietic multipotent progenitor cell	HSC & B-cell		#55A354	Immune	MPP	25	male	in vitro differentiated cells	hematopoietic_multipotent_progenitor_cell	interleukin-3_for_11_day,_kit_ligand_for_11_day,_hydrocortisone_succinate_for_11_day,_erythropoietin_for_11_day	adult	ENCODE
BSS00546	hematopoietic multipotent progenitor cell treated with interleukin-3 for 13 days, kit ligand for 13 days, hydrocortisone succinate for 13 days, erythropoietin for 13 days	hematopoietic multipotent progenitor cell	HSC & B-cell		#55A354	Immune	MPP	25	male	in vitro differentiated cells	hematopoietic_multipotent_progenitor_cell	interleukin-3_for_13_days,_kit_ligand_for_13_days,_hydrocortisone_succinate_for_13_days,_erythropoietin_for_13_days	adult	ENCODE
BSS00547	hematopoietic multipotent progenitor cell treated with interleukin-3 for 15 days, kit ligand for 15 days, hydrocortisone succinate for 15 days, erythropoietin for 15 days	hematopoietic multipotent progenitor cell	HSC & B-cell		#55A354	Immune	MPP	25	male	in vitro differentiated cells	hematopoietic_multipotent_progenitor_cell	interleukin-3_for_15_days,_kit_ligand_for_15_days,_hydrocortisone_succinate_for_15_days,_erythropoietin_for_15_days	adult	ENCODE
BSS00548	hematopoietic multipotent progenitor cell treated with interleukin-3 for 17 days, kit ligand for 17 days, hydrocortisone succinate for 17 days, erythropoietin for 17 days	hematopoietic multipotent progenitor cell	HSC & B-cell		#55A354	Immune	MPP	25	male	in vitro differentiated cells	hematopoietic_multipotent_progenitor_cell	interleukin-3_for_17_days,_kit_ligand_for_17_days,_hydrocortisone_succinate_for_17_days,_erythropoietin_for_17_days	adult	ENCODE
BSS00549	hematopoietic multipotent progenitor cell treated with interleukin-3 for 18 days, kit ligand for 18 days, hydrocortisone succinate for 18 days, erythropoietin for 18 days	hematopoietic multipotent progenitor cell	HSC & B-cell		#55A354	Immune	MPP	25	male	in vitro differentiated cells	hematopoietic_multipotent_progenitor_cell	interleukin-3_for_18_days,_kit_ligand_for_18_days,_hydrocortisone_succinate_for_18_days,_erythropoietin_for_18_days	adult	ENCODE
BSS00550	hematopoietic multipotent progenitor cell treated with interleukin-3 for 4 days, kit ligand for 4 days, hydrocortisone succinate for 4 days, erythropoietin for 4 days	hematopoietic multipotent progenitor cell	HSC & B-cell		#55A354	Immune	MPP	25	male	in vitro differentiated cells	hematopoietic_multipotent_progenitor_cell	interleukin-3_for_4_days,_kit_ligand_for_4_days,_hydrocortisone_succinate_for_4_days,_erythropoietin_for_4_days	adult	ENCODE
BSS00551	hematopoietic multipotent progenitor cell treated with interleukin-3 for 6 days, kit ligand for 6 days, hydrocortisone succinate for 6 days, erythropoietin for 6 days	hematopoietic multipotent progenitor cell	HSC & B-cell		#55A354	Immune	MPP	25	male	in vitro differentiated cells	hematopoietic_multipotent_progenitor_cell	interleukin-3_for_6_days,_kit_ligand_for_6_days,_hydrocortisone_succinate_for_6_days,_erythropoietin_for_6_days	adult	ENCODE
BSS00552	hematopoietic multipotent progenitor cell treated with interleukin-3 for 8 days, kit ligand for 8 days, hydrocortisone succinate for 8 days, erythropoietin for 8 days	hematopoietic multipotent progenitor cell	HSC & B-cell		#55A354	Immune	MPP	25	male	in vitro differentiated cells	hematopoietic_multipotent_progenitor_cell	interleukin-3_for_8_days,_kit_ligand_for_8_days,_hydrocortisone_succinate_for_8_days,_erythropoietin_for_8_days	adult	ENCODE
BSS01345	naive B cell	naive B cell	HSC & B-cell		#55A354	Immune	B CELL	unknown	unknown/mixed	primary cell			unknown/mixed	ENCODE
BSS01353	natural killer cell female adult (34 years)	natural killer cell	HSC & B-cell		#55A354	Immune	NK CELL	34	female	primary cell			adult	Roadmap (Novel)
BSS00439	GM12878	GM12878	Lymphoblastoid		#4D9C8D	Immune	LYMPHOBLASTOID CELL LINE	unknown	female	cell line			adult	ENCODE 2012
BSS00395	GM06990	GM06990	Lymphoblastoid		#4D9C8D	Immune	LYMPHOBLASTOID CELL LINE	unknown	female	cell line			unknown/mixed	ENCODE
BSS00427	GM12864	GM12864	Lymphoblastoid		#4D9C8D	Immune	LYMPHOBLASTOID CELL LINE	unknown	male	cell line			unknown/mixed	ENCODE
BSS00428	GM12865	GM12865	Lymphoblastoid		#4D9C8D	Immune	LYMPHOBLASTOID CELL LINE	unknown	female	cell line			unknown/mixed	ENCODE
BSS00403	GM08714	GM08714	Lymphoblastoid		#4D9C8D	Immune	LYMPHOBLASTOID CELL LINE	1	female	cell line			child	ENCODE
BSS00404	GM10248	GM10248	Lymphoblastoid		#4D9C8D	Immune	LYMPHOBLASTOID CELL LINE	32	male	cell line			adult	ENCODE
BSS00405	GM10266	GM10266	Lymphoblastoid		#4D9C8D	Immune	LYMPHOBLASTOID CELL LINE	38	male	cell line			adult	ENCODE
BSS00438	GM12875	GM12875	Lymphoblastoid		#4D9C8D	Immune	LYMPHOBLASTOID CELL LINE	unknown	female	cell line			adult	ENCODE
BSS00452	GM12891	GM12891	Lymphoblastoid		#4D9C8D	Immune	LYMPHOBLASTOID CELL LINE	unknown	male	cell line			unknown/mixed	ENCODE
BSS00454	GM12892	GM12892	Lymphoblastoid		#4D9C8D	Immune	LYMPHOBLASTOID CELL LINE	unknown	female	cell line			unknown/mixed	ENCODE
BSS00462	GM18507	GM18507	Lymphoblastoid		#4D9C8D	Immune	LYMPHOBLASTOID CELL LINE		male	cell line			unknown/mixed	ENCODE
BSS00471	GM19238	GM19238	Lymphoblastoid		#4D9C8D	Immune	LYMPHOBLASTOID CELL LINE		female	cell line			adult	ENCODE
BSS00472	GM19239	GM19239	Lymphoblastoid		#4D9C8D	Immune	LYMPHOBLASTOID CELL LINE	unknown	male	cell line			adult	ENCODE
BSS00473	GM19240	GM19240	Lymphoblastoid		#4D9C8D	Immune	LYMPHOBLASTOID CELL LINE	unknown	female	cell line			adult	ENCODE
BSS01630	spleen female adult (53 years)	spleen	Spleen		#85CF66	Immune	SPLEEN	53	female	tissue			adult	ENCODE
BSS01631	spleen male adult (34 years)	spleen	Spleen		#85CF66	Immune	SPLEEN	34	male	tissue			adult	Roadmap 2015
BSS01634	spleen male child (3 years)	spleen	Spleen		#85CF66	Immune	SPLEEN	3	male	tissue			child	Roadmap (Novel)
BSS01628	spleen female adult (30 years)	spleen	Spleen		#85CF66	Immune	SPLEEN	30	female	tissue			adult	Roadmap (Novel)
BSS01625	spleen embryo (112 days)	spleen	Spleen		#85CF66	Immune	SPLEEN	112	unknown/mixed	tissue			embryonic	Roadmap (Novel)
BSS01633	spleen male adult (54 years)	spleen	Spleen		#85CF66	Immune	SPLEEN	54	male	tissue			adult	ENCODE
BSS01820	thymus female embryo (110 days)	thymus	Thymus		#DAB92E	Immune	THYMUS	110	female	tissue			embryonic	Roadmap 2015
BSS01825	thymus male child (3 years)	thymus	Thymus		#DAB92E	Immune	THYMUS	3	male	tissue			child	Roadmap 2015
BSS01818	thymus female embryo	thymus	Thymus		#DAB92E	Immune	THYMUS	unknown	female	tissue			embryonic	Roadmap 2015
BSS01819	thymus female embryo (105 days)	thymus	Thymus		#DAB92E	Immune	THYMUS	105	female	tissue			embryonic	Roadmap 2015
BSS01821	thymus female embryo (113 days)	thymus	Thymus		#DAB92E	Immune	THYMUS	113	female	tissue			embryonic	Roadmap 2015
BSS01823	thymus female embryo (147 days)	thymus	Thymus		#DAB92E	Immune	THYMUS	147	female	tissue			embryonic	Roadmap 2015
BSS01824	thymus female embryo (98 days)	thymus	Thymus		#DAB92E	Immune	THYMUS	98	female	tissue			embryonic	Roadmap 2015
BSS01826	thymus male embryo (104 days)	thymus	Thymus		#DAB92E	Immune	THYMUS	104	male	tissue			embryonic	Roadmap (Novel)
BSS01827	thymus male embryo (108 days)	thymus	Thymus		#DAB92E	Immune	THYMUS	108	male	tissue			embryonic	Roadmap 2015
BSS01828	thymus male embryo (113 days)	thymus	Thymus		#DAB92E	Immune	THYMUS	113	male	tissue			embryonic	Roadmap 2015
BSS01829	thymus male embryo (127 days)	thymus	Thymus		#DAB92E	Immune	THYMUS	127	male	tissue			embryonic	Roadmap 2015
BSS00089	astrocyte	astrocyte	Brain		#C5912B	Neural	ASTROCYTE	unknown	unknown/mixed	primary cell			unknown/mixed	ENCODE 2012
BSS00173	caudate nucleus female adult (75 years)	caudate nucleus	Brain		#C5912B	Neural	CAUDATE NUCLEUS	75	female	tissue			adult	Roadmap 2015
BSS01124	layer of hippocampus female adult (75 years)	layer of hippocampus	Brain		#C5912B	Neural	HIPPOCAMPUS	75	female	tissue			adult	Roadmap (Novel)
BSS01712	temporal lobe female adult (75 years)	temporal lobe	Brain		#C5912B	Neural	TEMPORAL LOBE	75	female	tissue			adult	Roadmap 2015
BSS00077	angular gyrus female adult (75 years)	angular gyrus	Brain		#C5912B	Neural	ANGULAR GYRUS	75	female	tissue			adult	Roadmap 2015
BSS00078	angular gyrus male adult (81 year)	angular gyrus	Brain		#C5912B	Neural	ANGULAR GYRUS	81	male	tissue			adult	Roadmap 2015
BSS00175	caudate nucleus male adult (81 year)	caudate nucleus	Brain		#C5912B	Neural	CAUDATE NUCLEUS	81	male	tissue			adult	Roadmap 2015
BSS00219	cingulate gyrus female adult (75 years)	cingulate gyrus	Brain		#C5912B	Neural	CINGULATE GYRUS	75	female	tissue			adult	Roadmap 2015
BSS00220	cingulate gyrus male adult (81 year)	cingulate gyrus	Brain		#C5912B	Neural	CINGULATE GYRUS	81	male	tissue			adult	Roadmap 2015
BSS01125	layer of hippocampus male adult (73 years)	layer of hippocampus	Brain		#C5912B	Neural	HIPPOCAMPUS	73	male	tissue			adult	Roadmap 2015
BSS01126	layer of hippocampus male adult (81 year)	layer of hippocampus	Brain		#C5912B	Neural	HIPPOCAMPUS	81	male	tissue			adult	Roadmap 2015
BSS01271	middle frontal area 46 female adult (75 years)	middle frontal area 46	Brain		#C5912B	Neural	MIDDLE FRONTAL AREA	75	female	tissue			adult	Roadmap 2015
BSS01272	middle frontal area 46 male adult (81 year)	middle frontal area 46	Brain		#C5912B	Neural	MIDDLE FRONTAL AREA	81	male	tissue			adult	Roadmap 2015
BSS01675	substantia nigra female adult (75 years)	substantia nigra	Brain		#C5912B	Neural	SUBSTANTIA NIGRA	75	female	tissue			adult	Roadmap 2015
BSS01676	substantia nigra male adult (81 year)	substantia nigra	Brain		#C5912B	Neural	SUBSTANTIA NIGRA	81	male	tissue			adult	Roadmap 2015
BSS01714	temporal lobe male adult (81 year)	temporal lobe	Brain		#C5912B	Neural	TEMPORAL LOBE	81	male	tissue			adult	Roadmap 2015
BSS00134	brain female embryo (17 weeks)	brain	Brain		#C5912B	Neural	BRAIN	17	female	tissue			embryonic	Roadmap 2015
BSS00141	brain male embryo (122 days)	brain	Brain		#C5912B	Neural	BRAIN	122	male	tissue			embryonic	Roadmap 2015
BSS00385	germinal matrix male embryo (20 weeks)	germinal matrix	Brain		#C5912B	Neural	GERMINAL MATRIX	20	male	tissue			embryonic	Roadmap 2015
BSS00132	brain female embryo (120 days)	brain	Brain		#C5912B	Neural	BRAIN	120	female	tissue			embryonic	Roadmap 2015
BSS00090	astrocyte of the cerebellum	astrocyte of the cerebellum	Brain		#C5912B	Neural	ASTROCYTE CEREBELLUM	unknown	unknown/mixed	primary cell			unknown/mixed	ENCODE
BSS00092	astrocyte of the spinal cord	astrocyte of the spinal cord	Brain		#C5912B	Neural	ASTROCYTE SPINAL CORD	unknown	unknown/mixed	primary cell			unknown/mixed	ENCODE
BSS00071	Ammon's horn male adult (84 years)	Ammon's horn	Brain		#C5912B	Neural	AMMONS HORN	84	male	tissue			adult	ENCODE
BSS00091	astrocyte of the hippocampus	astrocyte of the hippocampus	Brain		#C5912B	Neural	ASTROCYTE HIPPOCAMPUS	unknown	unknown/mixed	primary cell			unknown/mixed	ENCODE
BSS00125	brain embryo (112 days)	brain	Brain		#C5912B	Neural	BRAIN	112	unknown/mixed	tissue			embryonic	Roadmap (Novel)
BSS00126	brain embryo (56 days) and male embryo (58 days)	brain	Brain		#C5912B	Neural	BRAIN	58,56	unknown/mixed	tissue			embryonic	ENCODE
BSS00127	brain embryo (80 days)	brain	Brain		#C5912B	Neural	BRAIN	80	unknown/mixed	tissue			embryonic	ENCODE
BSS00129	brain female embryo (105 days)	brain	Brain		#C5912B	Neural	BRAIN	105	female	tissue			embryonic	Roadmap (Novel)
BSS00130	brain female embryo (109 days)	brain	Brain		#C5912B	Neural	BRAIN	109	female	tissue			embryonic	Roadmap (Novel)
BSS00131	brain female embryo (117 days)	brain	Brain		#C5912B	Neural	BRAIN	117	female	tissue			embryonic	Roadmap 2015
BSS00133	brain female embryo (142 days)	brain	Brain		#C5912B	Neural	BRAIN	142	female	tissue			embryonic	Roadmap (Novel)
BSS00135	brain female embryo (85 days)	brain	Brain		#C5912B	Neural	BRAIN	85	female	tissue			embryonic	Roadmap (Novel)
BSS00136	brain female embryo (96 days)	brain	Brain		#C5912B	Neural	BRAIN	96	female	tissue			embryonic	Roadmap (Novel)
BSS00138	brain male embryo (101 day)	brain	Brain		#C5912B	Neural	BRAIN	101	male	tissue			embryonic	Roadmap (Novel)
BSS00139	brain male embryo (104 days)	brain	Brain		#C5912B	Neural	BRAIN	104	male	tissue			embryonic	Roadmap (Novel)
BSS00140	brain male embryo (105 days)	brain	Brain		#C5912B	Neural	BRAIN	105	male	tissue			embryonic	ENCODE
BSS00142	brain male embryo (72 days) and male embryo (76 days)	brain	Brain		#C5912B	Neural	BRAIN	72,76	male	tissue			embryonic	ENCODE
BSS00174	caudate nucleus male adult (78 years)	caudate nucleus	Brain		#C5912B	Neural	CAUDATE NUCLEUS	78	male	tissue			adult	ENCODE
BSS00201	cerebellar cortex male adult (78 years) and male adult (84 years)	cerebellar cortex	Brain		#C5912B	Neural	CEREBELLAR CORTEX	84,78	male	tissue			adult	ENCODE
BSS00206	cerebellum male adult (27 years) and male adult (35 years)	cerebellum	Brain		#C5912B	Neural	CEREBELLUM	35,27	male	tissue			adult	ENCODE
BSS00207	cerebellum male adult (53 years)	cerebellum	Brain		#C5912B	Neural	CEREBELLUM	53	male	tissue			adult	Roadmap (Novel)
BSS00369	frontal cortex female adult (67 years) and female adult (80 years)	frontal cortex	Brain		#C5912B	Neural	FRONTAL CORTEX	67,80	female	tissue			adult	ENCODE
BSS00371	frontal cortex male adult (27 years) and male adult (35 years)	frontal cortex	Brain		#C5912B	Neural	FRONTAL CORTEX	35,27	male	tissue			adult	ENCODE
BSS00386	globus pallidus male adult (78 years) and male adult (84 years)	globus pallidus	Brain		#C5912B	Neural	GLOBUS PALLIDUS	84,78	male	tissue			adult	ENCODE
BSS00729	inferior parietal cortex male adult (84 years)	inferior parietal cortex	Brain		#C5912B	Neural	INFERIOR PARIETAL CORTEX	84	male	tissue			adult	ENCODE
BSS01250	medulla oblongata male adult (78 years) and male adult (84 years)	medulla oblongata	Brain		#C5912B	Neural	MEDULLA OBLONGATA	84,78	male	tissue			adult	ENCODE
BSS01270	midbrain male adult (78 years) and male adult (84 years)	midbrain	Brain		#C5912B	Neural	MIDBRAIN	78,84	male	tissue			adult	ENCODE
BSS01273	middle frontal gyrus male adult (78 years)	middle frontal gyrus	Brain		#C5912B	Neural	MIDDLE FRONTAL GYRUS	78	male	tissue			adult	ENCODE
BSS01388	occipital lobe male adult (84 years)	occipital lobe	Brain		#C5912B	Neural	OCCIPITAL LOBE	84	male	tissue			adult	ENCODE
BSS01451	pons male adult (78 years)	pons	Brain		#C5912B	Neural	PONS	78	male	tissue			adult	ENCODE
BSS01469	putamen male adult (78 years)	putamen	Brain		#C5912B	Neural	PUTAMEN	78	male	tissue			adult	ENCODE
BSS01677	superior temporal gyrus male adult (84 years)	superior temporal gyrus	Brain		#C5912B	Neural	SUPERIOR TEMPORAL GYRUS	84	male	tissue			adult	ENCODE
BSS00328	eye embryo (56 days) and male embryo (76 days)	eye	Eye		#EAD1DC	Neural	EYE	76,56	unknown/mixed	tissue			embryonic	ENCODE
BSS00329	eye female embryo (76 days)	eye	Eye		#EAD1DC	Neural	EYE	76	female	tissue			embryonic	ENCODE
BSS01502	retina embryo (125 days) and male embryo (103 days)	retina	Eye		#EAD1DC	Neural	EYE RETINA	125,103	unknown/mixed	tissue			embryonic	ENCODE
BSS01503	retina embryo (74 days) and embryo (85 days)	retina	Eye		#EAD1DC	Neural	EYE RETINA	74,85	unknown/mixed	tissue			embryonic	ENCODE
BSS01504	retina female embryo (89 days)	retina	Eye		#EAD1DC	Neural	EYE RETINA	89	female	tissue			embryonic	ENCODE
BSS01377	neurosphere embryo (15 weeks) originated from ganglionic eminence	neurosphere	Neurosph		#FFD924	Neural	NEUROSPHERE	15	unknown/mixed	primary cell			embryonic	Roadmap (Novel)
BSS01378	neurosphere female embryo (17 weeks) originated from cortex	neurosphere	Neurosph		#FFD924	Neural	NEUROSPHERE	17	female	primary cell			embryonic	Roadmap 2015
BSS01379	neurosphere female embryo (17 weeks) originated from ganglionic eminence	neurosphere	Neurosph		#FFD924	Neural	NEUROSPHERE	17	female	primary cell			embryonic	Roadmap 2015
BSS01392	olfactory neurosphere cell line	olfactory neurosphere cell line	Neurosph		#FFD924	Neural	OLFACTORY NEUROSPHERE	66	female	in vitro differentiated cells			adult	ENCODE
BSS01841	tibial nerve female adult (53 years)	tibial nerve	PNS		#DDB796	Neural	TIBIAL NERVE	53	female	tissue			adult	ENCODE
BSS01613	spinal cord female embryo (108 days)	spinal cord	PNS		#DDB796	Neural	SPINAL CORD	108	female	tissue			embryonic	Roadmap (Novel)
BSS01614	spinal cord female embryo (113 days)	spinal cord	PNS		#DDB796	Neural	SPINAL CORD	113	female	tissue			embryonic	Roadmap (Novel)
BSS01840	tibial nerve female adult (51 year)	tibial nerve	PNS		#DDB796	Neural	TIBIAL NERVE	51	female	tissue			adult	ENCODE
BSS01617	spinal cord female embryo (59 days) and male embryo (72 days)	spinal cord	PNS		#DDB796	Neural	SPINAL CORD	59,72	unknown/mixed	tissue			embryonic	ENCODE
BSS01618	spinal cord female embryo (87 days)	spinal cord	PNS		#DDB796	Neural	SPINAL CORD	87	female	tissue			embryonic	Roadmap (Novel)
BSS01619	spinal cord female embryo (89 days)	spinal cord	PNS		#DDB796	Neural	SPINAL CORD	89	female	tissue			embryonic	Roadmap (Novel)
BSS01620	spinal cord male embryo (105 days)	spinal cord	PNS		#DDB796	Neural	SPINAL CORD	105	male	tissue			embryonic	Roadmap (Novel)
BSS01621	spinal cord male embryo (96 days)	spinal cord	PNS		#DDB796	Neural	SPINAL CORD	96	male	tissue			embryonic	Roadmap (Novel)
BSS01842	tibial nerve male adult (37 years)	tibial nerve	PNS		#DDB796	Neural	TIBIAL NERVE	37	male	tissue			adult	ENCODE
